	Kingdom:Phylum:Class:Order:Family:Genus:Species
SV_916	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_917	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Negativibacillus:NA
SV_918	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:[Eubacterium] brachy group:NA
SV_919	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnoclostridium:NA
SV_920	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Peptoniphilus:catoniae
SV_921	Bacteria:Firmicutes:Clostridia:Lachnospirales:Defluviitaleaceae:Defluviitaleaceae UCG-011:NA
SV_922	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Micrococcaceae:Rothia:mucilaginosa
SV_923	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacterales:Pasteurellaceae:Mannheimia:NA
SV_924	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas:NA
SV_925	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_926	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Comamonadaceae:NA:NA
SV_927	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Gallicola:NA
SV_928	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Blautia:NA
SV_929	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Subdoligranulum:NA
SV_930	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Veillonella:NA
SV_931	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnospiraceae AC2044 group:NA
SV_932	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Peptostreptococcaceae:Criibacterium:NA
SV_933	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Dialister:NA
SV_934	Bacteria:Firmicutes:Bacilli:Lactobacillales:Aerococcaceae:Globicatella:NA
SV_935	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:UCG-005:NA
SV_936	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:Flavonifractor:NA
SV_937	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_938	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:DTU089:NA
SV_939	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Muribaculaceae:NA:NA
SV_940	Bacteria:Actinobacteriota:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Gardnerella:NA
SV_941	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_942	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces:NA
SV_943	Bacteria:Actinobacteriota:Coriobacteriia:Coriobacteriales:Eggerthellaceae:Eggerthella:lenta
SV_944	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Flavobacteriaceae:Capnocytophaga:NA
SV_945	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas:catoniae
SV_946	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:UBA1819:NA
SV_947	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:shahii
SV_948	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Oribacterium:parvum
SV_949	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnospiraceae NK4A136 group:NA
SV_950	Bacteria:Actinobacteriota:Actinobacteria:Corynebacteriales:Corynebacteriaceae:Corynebacterium:NA
SV_951	Bacteria:Desulfobacterota:Desulfovibrionia:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio:fairfieldensis
SV_952	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Negativicoccus:NA
SV_953	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Selenomonadaceae:Selenomonas:sputigena
SV_954	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces:NA
SV_955	Bacteria:Firmicutes:Clostridia:Oscillospirales:[Eubacterium] coprostanoligenes group:NA:NA
SV_956	Bacteria:Actinobacteriota:Coriobacteriia:Coriobacteriales:Eggerthellaceae:Cryptobacterium:curtum
SV_957	Bacteria:Actinobacteriota:Actinobacteria:Corynebacteriales:Corynebacteriaceae:Corynebacterium:urealyticum
SV_958	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Fenollaria:NA
SV_959	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:Trueperella:bernardiae
SV_960	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Fusicatenibacter:NA
SV_961	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_962	Bacteria:Firmicutes:Bacilli:Mycoplasmatales:Mycoplasmataceae:Mycoplasma:NA
SV_963	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_964	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Flavobacteriaceae:Capnocytophaga:gingivalis
SV_965	Bacteria:Firmicutes:Bacilli:Lactobacillales:Carnobacteriaceae:Granulicatella:NA
SV_966	Bacteria:Firmicutes:Bacilli:Lactobacillales:Carnobacteriaceae:Granulicatella:NA
SV_967	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:NA:NA
SV_968	Bacteria:Firmicutes:Bacilli:Staphylococcales:Gemellaceae:Gemella:NA
SV_969	Bacteria:Firmicutes:Bacilli:Erysipelotrichales:Erysipelotrichaceae:Holdemania:filiformis
SV_970	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:NA:NA
SV_971	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Howardella:NA
SV_972	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Ligilactobacillus:NA
SV_973	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:NA
SV_974	Bacteria:Firmicutes:Bacilli:Lactobacillales:Aerococcaceae:Globicatella:NA
SV_975	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_976	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Weeksellaceae:Bergeyella:NA
SV_977	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Veillonella:NA
SV_978	Bacteria:Actinobacteriota:Actinobacteria:Corynebacteriales:Corynebacteriaceae:Lawsonella:NA
SV_979	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnospiraceae NK4A136 group:NA
SV_980	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:NA
SV_981	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:Mogibacterium:NA
SV_982	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Neisseriaceae:Eikenella:NA
SV_983	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas:asaccharolytica
SV_984	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:intermedia
SV_985	Bacteria:Campylobacterota:Campylobacteria:Campylobacterales:Campylobacteraceae:Campylobacter:showae
SV_986	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:NA:NA
SV_987	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces:NA
SV_988	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Fusobacteriaceae:Fusobacterium:NA
SV_989	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_990	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Tannerellaceae:Tannerella:NA
SV_991	Bacteria:Firmicutes:Bacilli:Erysipelotrichales:Erysipelotrichaceae:NA:NA
SV_992	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:Intestinimonas:NA
SV_993	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Fusobacteriaceae:Fusobacterium:periodonticum
SV_994	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_995	Bacteria:Actinobacteriota:Coriobacteriia:Coriobacteriales:Eggerthellaceae:Slackia:exigua
SV_996	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:maltophilum
SV_997	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Alloprevotella:NA
SV_998	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Selenomonadaceae:NA:NA
SV_999	Bacteria:Actinobacteriota:Actinobacteria:Corynebacteriales:Corynebacteriaceae:Corynebacterium:NA
SV_1000	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Marinifilaceae:Butyricimonas:NA
SV_1001	Bacteria:Firmicutes:Bacilli:Lactobacillales:Aerococcaceae:Abiotrophia:NA
SV_1002	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:HT002:NA
SV_1003	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Stomatobaculum:NA
SV_1004	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces:NA
SV_1005	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_1006	Bacteria:Firmicutes:Clostridia:Oscillospirales:Hungateiclostridiaceae:Fastidiosipila:NA
SV_1007	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_1008	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_1009	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:Family XIII AD3011 group:NA
SV_1010	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas:NA
SV_1011	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:Mogibacterium:NA
SV_1012	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:NA:NA
SV_1013	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Veillonella:NA
SV_1014	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_1015	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Peptostreptococcaceae:Terrisporobacter:mayombei
SV_1016	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_1017	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_1018	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacterales:Pasteurellaceae:Haemophilus:NA
SV_1019	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacterales:Pasteurellaceae:Haemophilus:influenzae
SV_1020	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:Christensenellaceae R-7 group:NA
SV_1021	Archaea:Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobrevibacter:NA
SV_1022	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:UCG-002:NA
SV_1023	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:dentalis
SV_1024	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Flavobacteriaceae:Capnocytophaga:ochracea
SV_1025	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:NA
SV_1026	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_1027	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces:israelii
SV_1028	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Veillonella:NA
SV_1029	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_1030	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Gallicola:NA
SV_1031	Bacteria:Firmicutes:Bacilli:Acholeplasmatales:Acholeplasmataceae:Acholeplasma:NA
SV_1032	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Peptoniphilus:NA
SV_1033	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_1034	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Fusobacteriaceae:Fusobacterium:NA
SV_1035	Bacteria:Firmicutes:Bacilli:Lactobacillales:Carnobacteriaceae:Granulicatella:NA
SV_1036	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Neisseriaceae:Neisseria:NA
SV_1037	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Peptoniphilus:NA
SV_1038	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_1039	Bacteria:Actinobacteriota:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Gardnerella:NA
SV_1040	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Incertae Sedis:NA
SV_1041	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas:NA
SV_1042	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Fusobacteriaceae:Fusobacterium:NA
SV_1043	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Alloprevotella:NA
SV_1044	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Anaerococcus:NA
SV_1045	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacterales:Pasteurellaceae:Aggregatibacter:NA
SV_1046	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Fusobacteriaceae:Fusobacterium:nucleatum
SV_1047	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_1048	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Blautia:NA
SV_1049	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Neisseriaceae:Neisseria:NA
SV_1050	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Roseburia:NA
SV_1051	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:NA:NA
SV_1052	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_1053	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Eisenbergiella:NA
SV_1054	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_1055	Bacteria:Firmicutes:Clostridia:Oscillospirales:Hungateiclostridiaceae:Fastidiosipila:NA
SV_1056	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:calligyrum
SV_1057	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:[Eubacterium] eligens group:NA
SV_1058	Bacteria:Firmicutes:Clostridia:Monoglobales:Monoglobaceae:Monoglobus:pectinilyticus
SV_1059	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Microbacteriaceae:Pseudoclavibacter:NA
SV_1060	Bacteria:Actinobacteriota:Actinobacteria:Corynebacteriales:Corynebacteriaceae:Corynebacterium:NA
SV_1061	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_1062	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_1063	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Ezakiella:NA
SV_1064	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Muribaculaceae:NA:NA
SV_1065	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:NK4A214 group:NA
SV_1066	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnoclostridium:NA
SV_1067	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:NA:NA
SV_1068	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_1069	Bacteria:Firmicutes:Bacilli:Lactobacillales:Carnobacteriaceae:Granulicatella:NA
SV_1070	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:W5053:NA
SV_1071	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Flavobacteriaceae:Capnocytophaga:ochracea
SV_1072	Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium sensu stricto 1:NA
SV_1073	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Micrococcaceae:Pseudoglutamicibacter:NA
SV_1074	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Fusobacteriaceae:Fusobacterium:NA
SV_1075	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Limosilactobacillus:NA
SV_1076	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Limosilactobacillus:NA
SV_1077	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacterales:Pasteurellaceae:Rodentibacter:trehalosifermentans
SV_1078	Bacteria:Firmicutes:Bacilli:Staphylococcales:Staphylococcaceae:Staphylococcus:NA
SV_1079	Bacteria:Firmicutes:Clostridia:Oscillospirales:UCG-010:NA:NA
SV_1080	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Fusobacteriaceae:Fusobacterium:NA
SV_1081	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Johnsonella:NA
SV_1082	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacterales:Pasteurellaceae:Haemophilus:NA
SV_1083	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:Christensenellaceae R-7 group:NA
SV_1084	Bacteria:Actinobacteriota:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Parascardovia:denticolens
SV_1085	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_1086	Bacteria:Firmicutes:Clostridia:Oscillospirales:[Eubacterium] coprostanoligenes group:NA:NA
SV_1087	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_1088	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus:NA
SV_1089	Bacteria:Firmicutes:Clostridia:Monoglobales:Monoglobaceae:Monoglobus:NA
SV_1090	Bacteria:Firmicutes:Bacilli:Staphylococcales:Staphylococcaceae:Staphylococcus:NA
SV_1091	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:HT002:NA
SV_1092	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Neisseriaceae:Neisseria:NA
SV_1093	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Peptoniphilus:NA
SV_1094	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:Christensenellaceae R-7 group:NA
SV_1095	Bacteria:Actinobacteriota:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:animalis
SV_1096	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces:NA
SV_1097	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_1098	Bacteria:Firmicutes:Clostridia:Monoglobales:Monoglobaceae:Monoglobus:NA
SV_1099	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_1100	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacterales:Enterobacteriaceae:Citrobacter:freundii
SV_1101	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Weeksellaceae:Bergeyella:NA
SV_1102	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:Christensenellaceae R-7 group:NA
SV_1103	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_1104	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Murdochiella:NA
SV_1105	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:Colidextribacter:NA
SV_1106	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacterales:Pasteurellaceae:Haemophilus:NA
SV_1107	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Parvimonas:micra
SV_1108	Bacteria:Patescibacteria:Saccharimonadia:Saccharimonadales:Saccharimonadaceae:NA:NA
SV_1109	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Micrococcaceae:Rothia:mucilaginosa
SV_1110	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:NA
SV_1111	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:Colidextribacter:NA
SV_1112	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_1113	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:NA:NA
SV_1114	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Fusicatenibacter:NA
SV_1115	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_1116	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_1117	Bacteria:Firmicutes:Clostridia:Monoglobales:Monoglobaceae:Monoglobus:NA
SV_1118	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:NA
SV_1119	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Weeksellaceae:Bergeyella:NA
SV_1120	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Flavobacteriaceae:Capnocytophaga:NA
SV_1121	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Peptoniphilus:NA
SV_1122	Bacteria:Firmicutes:Bacilli:Lactobacillales:Aerococcaceae:Globicatella:NA
SV_1123	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnospiraceae UCG-001:NA
SV_1124	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_1125	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_1126	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Subdoligranulum:NA
SV_1127	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Limosilactobacillus:NA
SV_1128	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Anaerococcus:NA
SV_1129	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:NA
SV_1130	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Sutterellaceae:Parasutterella:NA
SV_1131	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:salivae
SV_1132	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Neisseriaceae:Neisseria:NA
SV_1133	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_1134	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:UCG-005:NA
SV_1135	Bacteria:Firmicutes:Bacilli:Lactobacillales:Carnobacteriaceae:Granulicatella:NA
SV_1136	Bacteria:Actinobacteriota:Coriobacteriia:Coriobacteriales:Atopobiaceae:Atopobium:NA
SV_1137	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Neisseriaceae:Neisseria:meningitidis
SV_1138	Bacteria:Firmicutes:Bacilli:Erysipelotrichales:Erysipelotrichaceae:Holdemania:massiliensis
SV_1139	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:[Eubacterium] siraeum group:NA
SV_1140	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_1141	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_1142	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Peptoniphilus:NA
SV_1143	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Fenollaria:NA
