	DNA_1	DNA_2	S_101	S_102	S_103	S_104	S_105	S_106	S_107	S_107a	S_108	S_109	S_110	S_111	S_112	S_113	S_114	S_115	S_116	S_117	S_118	S_119	S_120	S_121	S_122	S_123	S_124	S_125	S_126	S_127	S_128	S_129	S_130	S_131	S_132	S_133	S_134	S_135	S_136	S_137	S_138	S_139	S_140	S_141	S_142	S_143	S_144	S_145	S_146	S_147	S_148	S_149	S_150	S_151	S_152	S_153	S_154	S_155	S_156	S_157	S_158	S_159	S_160	S_161	S_162	S_163	S_164	S_165	S_166	S_167	S_168	S_169	S_170	S_171	S_172	S_173	S_174	S_175	S_176	S_177	S_178	S_179	S_180	S_181	S_182	S_183	S_184	H_450	H_451	H_452	H_453	H_454	H_455	H_456	H_457	H_458	H_459	H_459a	H_460	H_461	H_462	H_463	H_464	H_465	H_466	H_467	H_468	H_469	H_470	H_471	H_472	H_473	H_474	H_475	H_476	H_477	H_478	H_479	PCR_1	PCR_2	Spike_1_1	Spike_1_2	Spike_2_1	Spike_2_2
SV_45	28	184	0	40	0	0	0	0	0	0	0	36	23	0	0	0	0	0	33	50	0	59	0	35	0	10	12	0	0	0	0	0	50	0	19	26	0	18	19	0	48	46	19	0	0	0	0	39	10	0	0	0	0	0	25	28	31	0	0	0	0	0	19	0	0	0	46	0	38	0	0	0	0	71	0	0	31	26	0	0	0	21	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	23	44	45	0	0	0	26	29	0	37	0	0	26	44	0	0	0	0	199	0	60	0	41
SV_46	79	0	1129	13	35	80	117	244	3390	0	5771	41	50	25	41	112	70	0	16	359	3567	28	2076	73	33	17	6	30	65	53	1025	45	271	1855	464	102	22	34	28	20	21	76	0	22	105	28	14	41	43	113	7	32	40	35	31	329	23	35	78	26	43	74	82	70	42	46	20	12	292	15	91	68	311	20	38	20	416	1522	0	54	67	891	1049	91	0	72	38	235	85	248	1480	168	50	45	61	0	433	22	141	0	97	45	89	55	0	9	40	104	31	351	55	74	49	2299	21	341	204	37	79	4	21	7	28	29
SV_47	0	200	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	59	23	43	0	37	0	0	42	0	0	0	0	0	63	0	0	22	0	0	27	0	38	37	0	0	0	0	0	34	0	0	0	0	0	0	27	31	80	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	34	19	0	0	0	33	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	180	0	43	0	54
SV_48	0	0	2315	0	36	558	32	700	69	36	1248	37	0	0	45	47	101	387	32	0	0	296	124	33	88	0	0	55	86	72	202	903	93	188	454	45	0	0	59	58	0	10738	0	70	157	0	0	164	0	35	0	0	88	50	0	354	0	0	139	35	56	22	0	97	83	38	0	0	1400	49	198	77	109	0	47	29	33	27	0	123	134	80	430	0	170	34	917	0	499	1288	478	33	1987	244	101	0	51	62	503	0	77	0	66	44	71	0	34	81	715	387	56	86	81	0	172	813	205	258	59	107	83	0	77	0
SV_49	69	84	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	70	54	0	0	80	0	36	0	0	0	0	0	0	101	0	34	62	0	51	36	0	64	0	39	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	60	21	65	0	0	0	0	119	0	0	47	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	77	0	0	0	0	0	0	0	0	0	0	67	74	0	0	0	0	0	0	92	0	29
SV_50	0	0	97	3	0	0	17	0	0	19	0	0	11	0	0	0	0	0	0	0	14	42	0	0	0	4	0	26	18	0	0	0	6	0	0	9	0	0	16	24	0	38	8	12	23	0	0	27	17	0	0	0	0	0	0	20	0	0	0	32	26	66	9	0	19	72	0	7	0	0	0	93	0	0	21	0	153	17	0	0	0	19	0	0	9	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	25	0	0	0	9
SV_51	47	0	1582	442	161	0	0	0	0	0	0	235	0	0	1017	343	673	0	101	0	0	417	0	131	133	0	515	0	0	78	389	287	436	0	280	83	0	0	96	0	280	0	155	0	0	705	612	0	162	114	0	0	1357	234	287	0	0	648	0	0	76	0	497	0	889	97	0	55	0	0	76	213	0	0	322	55	0	947	296	215	99	0	1127	0	3929	75	151	110	6620	0	500	0	182	430	0	0	0	0	134	0	241	0	0	0	576	161	201	0	0	169	59	564	0	0	81	79	0	0	0	0	0	0	0	0
SV_52	18	12	871	387	7	54	0	324	357	0	238	19	0	381	22	753	421	198	36	642	59	179	145	43	23	17	99	15	0	60	332	284	384	44	331	24	6	10	32	67	53	1982	13	21	86	66	458	510	0	43	0	397	91	48	44	2798	150	566	113	174	7	74	14	206	364	61	38	46	3238	98	1596	22	224	3312	10	48	445	483	0	88	28	23	183	11	614	109	58	474	351	248	509	373	40	75	325	6	620	11	24	9	23	24	176	36	14	109	16	20	18	91	14	127	16	574	29	140	266	68	25	17	0	13	23	0
SV_53	30	148	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	51	65	23	41	0	39	0	18	16	0	0	0	0	0	76	0	21	27	0	27	17	0	76	30	22	0	0	0	0	34	16	0	27	0	0	0	20	17	11	21	0	0	0	0	17	0	0	0	62	12	33	0	0	0	0	109	0	0	20	30	0	0	0	17	0	0	21	8	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	35	42	0	0	0	0	47	52	0	63	0	0	33	42	0	0	0	0	152	0	88	0	24
SV_54	22	0	562	284	105	117	103	232	1162	41	104	0	0	412	580	1730	643	602	56	316	72	112	189	144	107	32	235	82	214	63	426	60	427	62	811	74	4017	33	150	60	37	160	32	38	58	0	212	718	51	162	54	189	105	118	64	395	196	404	157	147	71	572	51	130	62	69	60	210	198	172	143	61	57	383	0	105	229	72	53	70	687	51	236	0	158	173	60	438	370	187	79	906	54	2097	174	49	1519	110	39	24	313	26	101	59	17	45	143	32	118	35	38	149	25	179	64	65	195	114	115	0	34	0	73	0
SV_55	7	56	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	13	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	14	59	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	44	47	18	0	0	0	0	68	0	26	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	25	0	0
SV_56	41	41	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	30	52	26	0	0	67	0	10	31	0	0	0	0	0	70	0	21	35	0	24	23	0	38	5	22	0	0	0	0	0	25	0	24	0	0	0	22	0	0	7	0	0	0	0	21	0	0	0	37	15	67	0	0	0	0	70	0	0	33	41	0	0	0	4	0	0	13	26	0	0	0	13	0	0	0	0	0	0	0	0	0	0	10	47	73	9	0	0	0	27	30	0	30	0	0	35	51	0	0	8	0	30	0	72	0	30
SV_57	37	153	0	35	0	0	0	0	0	0	0	53	20	0	0	0	0	0	0	27	0	64	0	30	0	0	0	0	0	0	0	0	31	9	12	19	0	0	0	0	24	43	13	0	0	0	0	43	10	0	0	0	0	0	0	31	0	0	0	0	0	0	16	0	0	0	35	0	0	0	0	0	0	34	0	0	0	17	0	0	0	18	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	32	31	30	0	0	0	33	0	0	26	0	0	15	0	0	0	0	0	195	0	36	0	0
SV_58	31	208	0	17	0	0	0	0	0	0	0	16	50	0	0	0	0	0	17	96	49	40	0	28	0	13	0	0	0	0	0	0	120	0	29	46	0	25	20	0	94	35	29	0	0	0	0	21	31	0	13	0	0	0	25	27	19	0	0	0	0	0	22	0	0	0	63	12	31	0	0	0	0	115	0	0	42	55	0	0	0	22	0	0	0	19	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	34	0	10	0	0	0	11	16	0	18	0	0	43	26	0	0	3	0	117	0	115	0	22
SV_59	46	67	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	5	51	35	15	0	53	0	17	20	0	0	5	0	0	57	0	23	46	0	27	17	0	37	11	24	0	0	0	0	6	17	0	25	0	0	0	26	11	0	0	0	0	0	0	18	0	0	0	27	12	53	0	0	0	0	69	0	0	28	49	0	0	0	6	0	0	9	13	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	41	44	0	0	0	0	0	6	0	0	0	0	36	56	0	0	0	0	25	0	40	0	18
SV_60	0	0	2025	0	0	0	0	83	0	0	0	0	5125	0	289	0	70	0	30	0	0	0	0	0	0	0	0	82	0	136	449	412	0	0	340	66	2874	0	0	25	0	0	0	145	0	86	0	0	0	0	714	2813	0	88	135	0	0	162	1340	0	78	123	99	52	137	99	0	0	0	0	0	65	32	553	0	0	0	304	2534	153	932	0	0	0	0	0	70	0	0	61	0	62	0	146	291	40	600	434	0	67	0	0	894	0	656	0	143	0	51	67	0	160	0	0	94	0	0	128	0	0	0	45	148	0
SV_61	17	0	32	671	49	88	0	500	941	0	98	95	1850	618	0	1703	169	71	43	1022	53	348	63	31	83	23	90	0	37	0	186	191	235	58	174	0	37	28	62	22	0	0	0	0	0	0	351	330	0	16	0	36	51	0	38	346	178	894	135	231	0	261	23	285	153	0	142	0	306	35	0	0	0	776	0	22	0	635	119	176	164	37	269	0	459	38	30	316	1683	305	76	1770	0	1096	79	0	947	0	0	0	50	29	1181	0	0	52	105	0	47	73	0	51	0	172	53	53	127	116	35	0	0	0	38	26
SV_62	42	103	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	15	51	25	22	0	48	0	11	13	0	0	0	0	0	53	0	21	29	0	23	24	0	51	18	26	0	0	0	0	12	16	0	15	0	0	0	12	11	0	0	0	0	0	0	24	0	0	0	38	12	45	0	0	0	0	69	0	0	24	42	0	0	0	14	0	0	16	15	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	39	38	0	0	0	0	21	23	0	22	0	0	26	32	0	0	0	0	94	0	62	0	35
SV_63	10	14	80	20	42	16	30	61	141	76	39	106	259	18	17	38	61	8	18	70	20	40	57	81	56	0	5328	122	479	299	41	580	72	146	335	79	313	0	39	106	60	11	15	64	16	22	52	78	29	62	81	254	29	89	156	157	133	59	43	73	856	187	86	10	18	36	66	0	150	147	18	24	16	2456	0	12	0	284	393	201	72	0	198	42	12	88	0	758	73	38	14	114	23	1725	684	0	285	113	0	62	30	39	747	27	102	107	64	15	118	67	15	811	63	15	20	10	223	255	23	0	0	23	69	11
SV_64	0	0	966	30	42	567	63	584	544	50	25	31	21	82	42	44	671	320	39	124	0	145	46	66	44	0	0	35	213	50	220	184	177	121	47	0	19	0	65	133	32	733	56	96	419	23	62	609	0	163	0	28	104	119	0	1262	33	589	124	58	40	94	79	24	261	91	43	40	2515	37	77	39	428	993	63	31	167	53	44	217	109	46	61	22	497	274	137	704	646	522	931	32	136	117	62	0	216	51	115	20	0	24	126	18	38	34	0	27	121	223	25	138	101	173	53	113	288	41	43	36	56	33	73	0
SV_65	0	40	13	33	2	0	92	35	0	0	0	0	837	0	0	2	0	0	0	14	285	0	2	0	2	16	0	22	37	0	0	0	2	20	47	66	0	0	11	0	9	2	21	27	27	0	0	7	86	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	38	0	814	96	0	0	0	1	0	0	5	0	0	3	7	0	37	8	28	0	0	0	0	24	113	0	0	0	0	0	0	0	0	14	0	0	14	0	17	0	9	61	0	0	0	0	54	50	0	34
SV_66	0	96	0	15	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	21	32	0	30	0	0	0	0	0	0	18	0	98	0	0	0	0
SV_67	22	0	224	31	0	0	117	293	582	30	0	14	38	0	51	33	29	0	120	100	135	39	152	25	152	21	126	467	21	167	243	455	115	437	294	38	0	10	216	84	34	826	49	37	40	0	227	180	16	0	0	116	65	55	0	1567	63	374	43	33	14	26	96	138	38	81	14	2089	284	154	1316	35	88	68	31	72	1497	118	0	113	83	213	1004	0	160	0	0	1741	144	318	122	26	36	23	113	0	530	175	0	41	55	20	39	173	29	23	0	40	20	103	23	88	37	325	0	851	31	61	42	22	0	6	23	7
SV_68	45	120	19	113	0	9	6	23	0	0	5	86	16	47	282	372	0	74	65	31	0	99	0	0	8	0	10	0	32	8	0	0	38	0	0	0	0	26	0	0	33	77	0	0	0	0	20	59	0	0	0	20	15	0	23	60	119	10	0	0	0	62	0	0	0	0	27	35	0	36	5	0	0	39	0	11	0	0	0	0	0	48	0	0	14	8	7	0	9	66	20	9	0	46	0	0	35	0	0	0	0	36	30	96	0	0	11	55	67	0	73	10	0	42	0	0	19	14	10	120	0	33	0	0
SV_69	35	0	82	23	98	221	41	103	816	32	17	29	1228	395	23	3070	0	146	0	70	99	28	106	53	64	0	28	21	98	27	30	350	323	84	241	0	0	7	260	47	0	406	51	43	83	19	303	177	0	188	0	0	66	83	8	1754	52	187	59	0	64	37	0	57	91	36	13	0	961	76	1694	40	30	49	36	28	173	50	0	36	200	93	72	13	0	45	99	486	181	274	121	78	243	83	105	85	0	48	29	15	567	23	51	259	39	20	16	27	29	67	53	91	35	322	0	86	147	1612	36	19	18	0	26	0
SV_70	0	0	180	0	83	0	0	60	0	58	62	0	0	0	0	0	0	0	0	194	0	130	153	0	167	0	0	142	524	194	93	508	161	122	288	152	0	0	68	60	88	0	0	90	0	0	180	116	0	0	0	135	0	93	0	113	0	0	74	179	0	357	114	0	401	0	92	0	242	0	0	0	0	2292	0	0	0	502	306	268	146	0	138	69	0	0	0	2067	123	90	0	146	0	3228	679	0	189	105	0	79	90	0	602	0	148	101	0	0	146	97	0	413	56	0	191	0	1629	767	81	0	0	0	78	0
SV_71	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	58	28	0	0	34	0	14	11	0	0	0	0	0	75	0	0	0	0	0	15	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	7	0	0	0	0	17	0	0	0	49	0	36	0	0	0	0	72	0	0	32	0	0	0	0	9	0	0	14	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	34	5	0	0	0	27	19	0	31	0	0	23	54	0	0	0	0	72	0	66	0	25
SV_72	0	0	78	0	125	88	0	174	338	0	588	0	1065	0	0	184	167	212	0	139	84	0	83	0	0	0	116	95	0	0	0	843	0	160	4007	121	0	0	84	0	0	107	0	0	169	192	173	0	1534	0	0	0	138	0	0	66	0	299	0	0	0	0	0	169	96	0	0	0	148	118	112	0	0	303	0	0	120	239	0	164	87	0	246	0	379	0	0	97	1180	163	404	314	1313	79	0	0	260	0	0	0	0	0	93	0	0	0	0	0	0	0	0	105	0	0	0	206	83	0	0	0	0	0	0	0
SV_73	21	34	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	27	20	0	0	23	0	0	0	0	0	0	0	0	31	0	11	15	0	0	0	0	24	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	30	0	0	0	0	45	0	0	23	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	17	0	0	23	26	0	0	0	0	42	0	18	0	16
SV_74	14	105	0	36	0	0	0	0	0	0	0	0	24	0	0	0	0	0	25	43	17	14	0	20	0	0	0	0	0	0	0	0	60	0	15	11	0	8	5	0	30	21	0	0	0	0	0	24	9	0	0	0	0	0	0	14	0	0	0	0	0	0	7	0	0	0	23	9	26	0	0	0	0	44	0	0	8	12	0	0	0	30	0	0	0	8	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	26	21	25	0	0	0	36	38	0	48	0	0	13	0	0	0	0	0	135	0	53	0	18
SV_75	32	58	0	5	0	0	0	0	0	0	0	10	43	0	0	0	0	0	0	0	30	0	0	34	0	0	0	0	0	0	0	0	85	0	28	0	0	0	0	0	57	0	0	0	0	0	0	12	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	103	0	0	26	36	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	9	0	0	26	25	0	0	0	0	50	0	96	0	26
SV_76	13	0	55	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	15	104	0	0	0	0	0	0	96	0	0	0	0	0	0	37	44	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	96	0	36	0	0	0	51	0	0	0	0	0	54	0	0	90	0	139	67	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	7	0	18
SV_77	5	67	0	6	0	0	0	0	0	0	0	18	0	0	0	0	0	0	32	7	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	28	31	0	42	0	0	0	0	0	0	0	0	90	0	12	0	9
SV_78	9	35	42	30	0	0	0	0	0	25	0	40	23	0	0	0	0	0	0	36	28	25	0	0	0	14	0	0	0	0	0	0	16	0	18	23	0	0	14	0	29	0	0	0	42	0	0	15	17	0	0	0	0	0	0	20	0	0	0	29	0	35	29	0	51	60	19	0	0	0	0	54	0	39	33	0	100	15	0	0	0	17	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	27	0	38	0	14
SV_79	55	75	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	41	0	13	0	52	0	22	0	0	0	0	0	0	74	0	0	0	0	33	22	0	33	6	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	41	19	37	0	0	0	0	66	0	0	0	0	0	0	0	9	0	0	22	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	51	51	0	0	0	0	10	0	0	10	0	0	39	39	0	0	0	0	28	0	73	0	10
SV_80	20	42	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	41	19	0	0	30	0	0	12	0	0	0	0	0	28	0	19	16	0	19	0	0	36	0	13	0	0	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	21	0	21	0	0	0	0	42	0	0	26	21	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	25	0	0	0	0	0	0	0	0	0	0	16	18	0	0	0	0	0	0	25	0	13
SV_81	0	0	0	35	0	0	50	0	0	0	0	0	0	0	0	0	34	0	58	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	13833	39	0	0	0	0	0	0	0	0	0	0	0	26	0	322	0	0	0	0	0	0	0	50	0	0	0	0	0	65	0	0	0	32	0	0	29	0	0	38	0	0	0	0	67	0	0	0	0	0	51	0	0	0	0	58	0	0	0	0	304	57	79	0	35	0	0	0	0	0	299	0	0	0	0	0	0	0	80	87	0	0	0	0	66	0	0	0
SV_82	0	0	48	0	26	10	22	74	66	32	0	0	0	18	0	11	105	868	9	0	8	0	10	0	0	10	36	91	154	12	15	19	0	0	24	0	0	0	12	30	0	1272	0	8312	61	0	37	93	15	18	0	75	27	20	0	0	23	0	18	16	31	36	0	38	74	26	5	0	39	89	31	0	22	0	23	0	56	37	0	41	15	0	36	26	19	16	0	333	0	39	0	0	1420	43	54	0	0	78	9	22	0	26	18	0	9	22	0	0	17	37	0	0	83	0	0	51	175	9	0	0	13	0	58	0
SV_83	0	24	21	7	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	10	8	0	0	0	0	0	0	14	0	0	0	0	8	0	0	0	0	0	0	0	11	0	0	13	9	0	0	0	0	0	0	0	0	0	0	15	10	0	0	0	5	16	0	0	12	19	0	0	0	0	0	31	0	7	6	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	8
SV_84	28	52	0	9	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	39	20	10	0	25	0	0	11	0	0	0	0	0	34	0	12	32	0	18	0	0	43	11	0	0	0	0	0	0	13	0	18	0	0	0	19	0	0	0	0	0	0	0	5	0	0	0	29	0	26	0	0	0	0	44	0	0	15	30	0	0	0	0	0	0	9	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	24	10	0	0	0	0	0	0	0	0	0	39	18	0	0	0	0	0	0	36	0	5
SV_85	9	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	36	0	19	0	9	0	0	0	0	0	0	0	0	46	0	0	0	0	17	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	23	0	11	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	25	36	0	29	0	0	12	8	0	0	0	0	95	0	37	0	8
SV_86	8	7	126	0	53	0	0	29	121	47	10	49	21	31	0	472	46	0	0	215	17	19	30	9	90	8	124	50	533	96	37	259	36	30	102	78	0	0	15	65	12	61	14	55	12	10	23	39	60	49	84	169	0	78	70	71	84	8	27	30	250	210	234	11	23	0	60	0	72	42	16	14	4	252	11	0	25	48	0	69	103	41	8	22	45	8	0	356	17	11	0	57	9	6651	307	7	174	181	0	48	13	49	350	20	41	13	24	12	67	12	11	77	57	22	14	0	91	55	22	0	0	13	43	0
SV_87	0	42	17	52	0	0	6	0	0	34	0	43	23	0	0	0	0	0	0	0	25	52	0	0	0	8	0	38	0	0	0	0	0	0	11	31	0	0	7	0	0	30	7	0	0	0	0	38	0	0	0	0	0	0	0	37	63	0	0	23	0	24	0	0	15	18	0	0	0	0	0	14	0	14	32	0	34	34	0	0	0	16	0	0	0	0	0	0	0	38	6	0	0	0	0	0	0	0	7	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	44	0	0	0	15
SV_88	19	76	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	35	29	14	21	0	15	0	0	14	0	0	23	0	0	40	0	9	18	0	0	12	0	23	19	10	0	0	0	0	20	11	0	7	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	25	10	0	0	0	0	0	33	0	0	0	11	0	0	0	0	0	0	0	9	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	22	15	0	20	0	0	22	25	0	0	0	0	76	0	39	0	21
SV_89	8	60	0	10	0	0	0	0	0	0	0	12	0	0	0	0	0	0	39	44	0	18	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	5	0	0	0	19	0	0	0	0	0	11	0	0	0	0	0	0	0	5	17	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	43	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	5	8	0	13	0	0	0	45	50	0	53	0	0	7	0	0	0	5	0	66	0	33	0	4
SV_90	0	27	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	8	12	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	23	15	0	0	0	11	0	0	0	0	0	0	0	5	0	0	0	5	21	0	0	35	8	0	0	0	0	0	21	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	5	0	0	0	0
SV_91	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_92	0	72	0	28	0	0	0	0	0	0	0	42	0	0	0	0	0	0	13	20	0	67	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	20	56	0	0	0	0	0	27	0	0	0	0	0	0	0	30	29	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	18	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	6	0	28	0	0	0	15	15	0	17	0	0	0	0	0	0	0	0	99	0	24	0	0
SV_93	0	68	0	36	0	0	0	0	0	0	0	38	0	0	0	0	0	0	29	22	0	37	0	0	0	0	0	0	0	3	0	0	34	0	0	4	0	0	0	0	26	25	0	0	0	0	0	36	0	0	0	0	0	0	0	18	43	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	27	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	6	9	32	0	0	0	20	38	0	38	0	0	0	0	0	0	0	0	93	0	45	0	0
SV_94	0	0	0	121	0	60	69	189	771	0	0	19	19	112	1197	0	447	606	0	106	62	310	0	38	45	0	77	0	0	62	88	144	121	53	135	113	0	0	52	23	0	425	0	0	51	0	152	161	95	119	0	63	0	59	0	0	53	253	73	45	0	530	26	164	0	54	0	0	863	92	167	45	56	106	62	0	141	99	23	0	119	0	0	0	230	148	59	107	97	79	227	0	804	69	133	0	74	27	79	26	0	0	53	66	0	43	0	0	40	71	0	0	74	94	0	44	518	84	0	0	45	0	17	0
SV_95	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	41	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	36	39	0	0	0	0	0	56	0	0	0	0	0	0	0	41	26	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	52	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	40	37	0	41	0	0	0	0	0	0	0	0	127	0	43	0	0
SV_96	0	23	38	0	0	0	0	0	0	12	0	0	12	0	0	0	0	0	0	14	19	19	0	0	0	0	0	0	0	0	0	0	19	0	11	19	0	0	17	0	17	12	13	36	25	0	0	9	24	0	0	0	0	0	0	13	0	0	0	0	0	36	14	0	33	41	15	13	0	0	0	29	0	18	0	0	81	26	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	18	0	14	0	8
