	Absiella	Achromobacter	Acidaminococcus	Agathobaculum	Akkermansia	Alcaligenes	Alistipes	Alphaproteobacteria_unclassified	Anaerobutyricum	Anaerococcus	Anaerostipes	Anaerotignum	Bacteroidales_unclassified	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Brevundimonas	Burkholderiales_unclassified	Butyricicoccus	Butyricimonas	Butyrivibrio	Campylobacter	Candidatus_Gastranaerophilales_unclassified	Catenibacterium	Cloacibacillus	Clostridiaceae_unclassified	Clostridiales_Family_XIII_Incertae_Sedis_unclassified	Clostridiales_unclassified	Clostridium	Collinsella	Coprobacillus	Coprobacter	Coprococcus	Corynebacterium	Dakarella	Delftia	Desulfovibrio	Dorea	Duodenibacillus	Eggerthella	Enterobacter	Enterococcus	Erysipelatoclostridium	Escherichia	Eubacterium	Evtepia	Ezakiella	Facklamia	Faecalibacillus	Faecalibacterium	Faecalimonas	Faecalitalea	Fenollaria	Finegoldia	Firmicutes_unclassified	Flavonifractor	Frisingicoccus	Fusicatenibacter	Fusobacterium	Gemmiger	GGB1026	GGB1101	GGB1215	GGB1234	GGB1235	GGB1239	GGB1247	GGB1250	GGB1266	GGB1270	GGB1331	GGB1336	GGB13508	GGB1380	GGB1387	GGB1407	GGB1420	GGB1455	GGB1458	GGB1495	GGB1497	GGB1505	GGB1526	GGB1535	GGB1550	GGB1559	GGB1627	GGB1669	GGB1679	GGB1681	GGB1685	GGB2657	GGB2672	GGB273	GGB2733	GGB2734	GGB28826	GGB2975	GGB2998	GGB3002	GGB3005	GGB3109	GGB3111	GGB3161	GGB3167	GGB3170	GGB3175	GGB31765	GGB3189	GGB3204	GGB3215	GGB32350	GGB3236	GGB32430	GGB32478	GGB3256	GGB3267	GGB3277	GGB3278	GGB32804	GGB32862	GGB32884	GGB32905	GGB3293	GGB3303	GGB3304	GGB33097	GGB33328	GGB3341	GGB3344	GGB3345	GGB33462	GGB33468	GGB33469	GGB33490	GGB33586	GGB33594	GGB3363	GGB33927	GGB33960	GGB34295	GGB3433	GGB34350	GGB3469	GGB3475	GGB3480	GGB3486	GGB34873	GGB3496	GGB35083	GGB3523	GGB35325	GGB3548	GGB3550	GGB3582	GGB3586	GGB3607	GGB3609	GGB3612	GGB3614	GGB3619	GGB3623	GGB3633	GGB3637	GGB3653	GGB3654	GGB36854	GGB37166	GGB3731	GGB3733	GGB3744	GGB3746	GGB37896	GGB38021	GGB38043	GGB3819	GGB39291	GGB39755	GGB4239	GGB4256	GGB4266	GGB4361	GGB4491	GGB4542	GGB4549	GGB4552	GGB4566	GGB4567	GGB4569	GGB4570	GGB4571	GGB4578	GGB4579	GGB4585	GGB4599	GGB4604	GGB4611	GGB4642	GGB4655	GGB4659	GGB4664	GGB4676	GGB4684	GGB4687	GGB4689	GGB4694	GGB4700	GGB4703	GGB4704	GGB4706	GGB4710	GGB4713	GGB4715	GGB4716	GGB4733	GGB4745	GGB4749	GGB4750	GGB4754	GGB4768	GGB4769	GGB4770	GGB6006	GGB6007	GGB6010	GGB6012	GGB6020	GGB6123	GGB6124	GGB6132	GGB6518	GGB6520	GGB6544	GGB6577	GGB6606	GGB6608	GGB6612	GGB6613	GGB781	GGB9045	GGB9056	GGB9057	GGB9059	GGB9061	GGB9063	GGB9064	GGB9081	GGB9091	GGB9092	GGB9109	GGB9110	GGB9172	GGB9175	GGB9176	GGB9210	GGB9211	GGB9249	GGB9256	GGB9261	GGB9266	GGB9271	GGB9277	GGB9293	GGB9342	GGB9343	GGB9345	GGB9347	GGB9350	GGB9352	GGB9365	GGB9366	GGB9379	GGB9423	GGB9453	GGB9468	GGB9479	GGB9509	GGB9512	GGB9524	GGB9542	GGB9547	GGB9602	GGB9614	GGB9615	GGB9623	GGB9627	GGB9631	GGB9632	GGB9633	GGB9634	GGB9635	GGB9636	GGB9672	GGB9677	GGB9691	GGB9699	GGB9705	GGB9707	GGB9710	GGB9712	GGB9715	GGB9730	GGB9739	GGB9747	GGB9758	GGB9759	GGB9760	GGB9762	GGB9770	GGB9785	Holdemanella	Hungatella	Intestinibacter	Klebsiella	Lachnospira	Lachnospiraceae_unclassified	Lactobacillus	Lawsonella	Levyella	Longicatena	Mediterraneibacter	Megasphaera	Mesosutterella	Methanobrevibacter	Methanomassiliicoccus	Microbacterium	Mitsuokella	Mobiluncus	Morganella	Ndongobacter	Neglecta	Nissabacter	Odoribacter	Oscillibacter	Parabacteroides	Paraprevotella	Parasutterella	Parvimonas	Peptoniphilus	Phascolarctobacterium	Pluralibacter	Porphyromonas	Prevotella	Prochlorococcus	Proteus	Pseudomonas	Raoultella	Romboutsia	Roseburia	Ruminococcaceae_unclassified	Ruminococcus	Ruthenibacterium	Stappia	Stenotrophomonas	Streptococcus	Streptomyces	Subdoligranulum	Sutterella	Tissierellia_unclassified	Tyzzerella	
466	512	364	32	53514	1474	318	138870	103402	266776	3498	841428	28858	0	12675142	32140	376504	1938	1614934	158	2	74152	1260	3042	590	336	879176	2	80400	5346	369046	556962	311482	420	2304	396818	1478	0	1350	38	412386	356	1078	7548	8138	472	1999010	659794	198	32	100	241080	2930040	5766	1554	1212	17898	336946	7570	1820	1251994	125850	187316	4	732	70	384	730	126	146	702	308804	1154	6	28	184	2134	2256	1672	432	12	46	311630	4452	282	0	0	140	1230	252	0	4044	9932	1668	94	0	4	155982	882	88	3692	486	958	1122	1498	56	70	218	312	3160	28	234	1414	278	2012	4	3208	434	4204	1482	1022	3384	164714	4830	206902	56	9160	76	1390	132	88756	232	2586	3224	2634	0	14	422	82	12940	408100	810	450	18240	742	523372	470	742	1176	962	2	4154	117308	24574	44632	676	990	722	834	646680	4358	11880	1862	4222	10762	2658	4818	8210	1476	3234	4460	794	380	3490	277940	3382	48	36	44	73540	53662	820	190044	34	4	72	25456	14	304	114	94	584	296	78	628	58	228	180	142	1006	102	6	116	1112	12	2946	160	44	496	108	40	30	5614	16	160	216	512	2	278	294	474	72	338	88	4	1976	6	746	872	86	92	0	180	82	1274	62	117086	154	42	3122	76	1650	4	42	1626	486	128	28	276	12	46	0	30	80	26	1468	86	48	288	76	366	44	180	1294	1456	20	830	2	1376	104	2696	19814	52	10	1072	216	118	3284	158	82	742	210	8	34	4126	256	2904	240	84	154	3202	7192	1480	18488	308	28	318	496	2864	312	354	2612	324	7134	20292	340	1488	11072	76	384	92	14	70	537460	598	7756	1532	6310	3557644	20	854	600	474	5246	132	0	58	296	1140	106	30	186	12	406	134	82968	7618	435426	13062	916	10	8032	2950	1754	10128	23046	10402	42	1444	834	391538	242996	15502	241138	352	111486	4910	175916	5602	35448	58210	120	1428	HC
473	202	10	14	14480	146088	2320	692470	292	196052	294	199734	12554	0	3963984	198082	52098	243532	541930	0	20	274	20178	396	2	92	222	75356	10156	1456	108040	688552	183196	54	3038	71224	340	0	6224	24	90028	52	824	10398	3284	284	1980916	88982	758	8	36	1698	1027646	2402	1242	48	466	35180	11262	2218	165854	138	77202	10	380	0	618	478	4	22	118	5882	134	6	38	9882	1174	19472	16288	296	2	4	4214	1466	140	52	220	28	18	8	0	7986	28964	1350	2346	0	22	0	1410	20	2590	1624	4668	1212	22296	0	144	28	286	1292	0	16	4594	196	1245218	136	18690	3438	76064	830	3902	4356	15424	682	10564834	4648	734824	122	30582	30522	2020	154	992	1046	4386	0	390	8278	2440	7400	934	3192	318	26334	4442	2470	152	248	1232	696	26	21072	27382	2268	478	1710	6146	610	4408	6394	1632	5480	148	2252	15724	90452	2082	39266	1350	818	1656	2274	76	5412	3642	336	6	8	5674	14578	159640	68	0	72	2	608	504	572	942	18076	1414	238	658	318	914	16	1288	278996	268	4422	454	316	1180	860	4	934	243000	20	76	82	4	0	114	116	28	100	200	0	36	472	1654	12	4	12	0	5188	112	1138	2	172	0	0	16	110	452	0	8	2	4	592	22	132	0	52	1122	162	18	5634	162	70	4	1230	16	1816	0	178	22	1852	1284	26	356	26	378	2274	470	12	82416	12	7210	268	276	14326	1106	296	528	60	83722	14034	468	70	131998	5294	162	2190	33220	2364	17854	5862	470	2156	35250	398828	14068	356944	322	350	3402	746	17544	31392	1208	21616	1176	319732	5904	294	2078	9730	1648	48838	318	2404	252	210	4136	258	488308	21432	150288	318	0	2	206	239488	29138	4	6	154	2176	32	4	739016	0	3050	6	48548	192296	381830	189368	1132	2	130	2	560	310	3198	2970	318	44	1874	2	1021302	232562	332080	13144	990	5696	50782	137318	126300	37960	0	1592	HC
472	1094	96	242	49106	938716	0	578750	1422	271800	40900	489156	154	166	6276870	572716	1286	332	2067466	0	14	117842	450	2980	158098	682782	1172	2	74266	27544	242328	358042	12192	44	798	1500710	29008	0	252	108366	149184	448	17480	16	86	2120	7896	371034	62678	55522	170258	8626	348616	4452	758	120946	143820	627748	5774	13630	2235958	86	69322	66	178	366	120	488	76	86	268	292	616	0	2	3250	1332	496	1256	146	1802	60	9478	1880	1398	0	0	1804	287952	356	0	364	1762	1942	2328	4	336	40	3184	252200	112002	1288	4580	4522	14546	4	424	260	284	136296	396	60	5186	604	80778	92	14370	6036	434350	812	4044	4840	40264	1376	2378	154	23980	324	11260	300	3054	476	2136	59030	1768	0	680	13704	1500	306	2600	1952	10880	60	1280	50152	26654	98422	968	3886	78	9052	85880	4764	590	4996	936	1456	93436	31950	9262	122200	984	6992	29310	42226	3128	21272	6328	1732	1914	40820	522	4136	14212	218	200	130796	112	79448	97426	1126	74	378	12	906	354	812	4130	1944	1110	120	402	720	1414	148	28550	286110	1038	2856	44	94	71418	1644	14	1776	226	34	336	462	38	122	244	28	180	44	318	8	686	3984	1264	12	114	12	4	1884	1284	113296	1122	64	64	0	94	34	6	0	92	164	14	5368	3840	0	238	418	1254	1578	2050	218	8686	142	102236	400	113678	40506	134	110	668	522	4946	48	574	106	822	5610	1140	36	14458	32	5516	352	714	26	14	10	32	130	102	151108	784	38	1212	1820	130	34912	10274	2862	32146	1406	2060	854	28186	52354	674084	105096	420942	590	928	2072	64616	2260	104344	24240	1646	660682	6346	66	4698	530530	336	1334	456	25950	512	968	1280	493076	124	22892	257140	262	1240	478	1540	2694	0	62	2	542	2668	146	13066	4	204	1486	0	48832	37274	25590	8180	108910	34	182598	708	68	169490	96562	24480	2	54	332	3796	895354	1232426	2205676	5512	4138	390	18502	130678	746420	304	28980	5460	HC
153	28	36	670	778	3678	478	27132	224	1866	154	2290	136	66	715330	2322	27976	914	17524	0	0	74	498	216	220	166	148	60	444	466	2166	266856	13516	76	1512	5298	68	50	0	808	2532	0	194	33376	788758	3100	10960868	8674	222	70	34	418	13682	174	10	634	400	3070	440	72	4576	40	3250	282	6	768	1062	88	10	4	22	538	2	122	2	66	110	1182	66	14	334	0	6736	1010	2	0	0	2	0	2	0	582	5176	34	194	226	4	0	128	16	178	66	82	394	312	84	2	0	228	464	76	48	370	26	394	106	902	198	248	262	378	846	816	1154	40547744	294	2740	0	346	340	638	176	1462	164	32	0	234	360	132	342	418	142	1392	77882	84	662	246	64	278	16	122	258	908	542	68	52	74	144	68	686	86	468	90	202	474	46	262	832	138	52	26	22	140	140	354	5408	0	0	6	1224	1104	6	76	8	1278	366	336	6	184	84	364	4	6	258	98	6	426	30	22	4	210	90	598	26	58	430	4	72	30	36	2	0	148	2	12	44	12	16	38	226	910	24	4	524	152	404	0	118	2	2	0	256	44	402	422	4	124	88	606	252	472	0	0	424	2852	282	38	14	176	242	24	0	0	12	174	372	222	26	170	48	74	252	10	302	54	150	1270	74	698	198	56	80	94	202	68	4	24	832	418	14	184	404	8	204	770	60	570	42	224	136	944	3450	1020	2124	294	182	386	52	1712	96	38	1156	330	3676	182	82	978	4540	48	414	58	72	84	434	78	34872	12315116	11318	19190	2296	56	206	36	1652	118	20	394	20	428	310	302	23056	2	118	0	4280	2672	14574	1706	5880	98	692	454	4668	1114	7866	248	752264	8335800	24966	178	13642	7310	40764	600	64	38038	23236	370	2110	988	92	264	SF
125	192530	74	520	32934	78320	8	319700	1294	265296	4190	1989398	670	8	9579104	13062	44636	564	5002192	4	434	53826	952	562	484	2236	718	2	188872	4938	43610	1145628	3970	114	2440	187078	792	14	12	180	559252	340	58598	492	210	298912	2724324	500630	24184	96	320	3062	874000	381476	1076	1300	33706	39778	81974	2516	863898	488	10186	26	292	30	20	1828	38	16	758	2078	4	6	56	114	2960	30926	1738	188	8	30	93154	2276	42	2	2	60	398	6	0	1000	20894	8318	916	0	2922	0	1970	294	984	402	1222	1696	13334	0	38	56	732	432	18	18	1032	180	1150	46	4970	300	1906	532	560	3640	3778	716	269972	60	1414	50	7434	32	1752	16	4548	370	1714	82	14	25102	164	40	478828	226826	21176	10924	5052	586868	356	612	634	1602	2	5346	129656	9626	478	6318	145808	121142	410	187274	5694	15398	278	824	16762	2462	3094	10434	7438	540	828	1114	422	2580	376014	736	16	128	63630	27154	20090	24	20	158	0	6	234	22	474	22	108	8	4	162	16	0	80	930	2	18	88	20	2128	284	0	2030	18	0	12	6	0	0	692	16	6	0	462	0	70	854	94	0	98	8	0	2336	3454	1174	0	0	0	26	0	32	0	38	38	160	10	3678	4820	0	0	12	498	250	20	32	82	2	124	36	112	50	4	4062	80	86	10620	0	84	4	66	206	232	0	1190	4	1016	68	232	14	46	118	64	480	116	2468	2050	20	978	282	32	90	2644	736	3846	432	26	462	6322	7714	3122	14790	512	108	118	160	1078	210	348	1924	304	4680	98	106	1632	8966	42	322	2	70	4	1122	2858	11306	4940	3328	1237846	116	66	26	28612	23620	116	46	42	494	1180	112	16	214	4	8174	0	7896	26274	633176	195900	86688	12	18788	185486	32	902	19570	2038	12	8936	390	64954	208238	10628	2666040	14238	1072	1204	60816	1536	7058	284	142	9290	SF
118	112	92	672058	36832	25776	28	2165902	684	107542	2048	101032	100	2702	7923322	11378	356290	70460	401774	0	298	780	1482	68	2778	608	374	4	16752	15808	203162	232396	159780	156	158868	95304	48724	96	12	155564	134680	392	3550	610	860	378	514774	71958	1168	928	16262	30678	4092382	3996	1512	6468	27292	122906	78442	10648	500230	900	389830	310	156	642	72	1584	4	18	464	1030	2	16	136	512	3576	3406	492	72	3370	0	38602	2464	558	0	2	44	14	18	4	780	74120	6448	960	1572	104	0	436	16	1670	796	2214	1574	6620	12	132	38	758	1178	24	82	2658	124	1134	90	13468	1926	3356	52	130182	2880	290002	2336	35532	172	16606	30	6112	78	11910	4336	13830	2758	1146	0	24	6894	2130	1196	14240	1146	5144	2328	10972	15198	212	748	1480	1894	100	13722	509798	3906	636	1480	15556	440	2726	5796	2372	8204	1574	1630	16096	2972	2152	3538	1544	664	1688	886	316	1102	56046	28544	0	0	19322	219240	1001634	124	12	360	3392	38	112	6	342	46	598	38	6	62	12	0	62	4	4	4	124	38	256	1756	0	1946	2	6	872	274	8	2	310	2	8	10	282	0	132	1478	970	2	100	26	14	3406	506	1438	0	0	182	8	10	54	2	58	574	320	4	1022	282	0	0	18	2394	162	38	46	110	8	0	28	16	0	4	222	152	240	1020	52	318	44	200	4648	646	30	3400	28	1598	514	364	64	8812	140	484	72	162	41676	560	104	117720	1288	64	434	4916	73350	13588	5374	446	396	228656	14586	5628	49970	190	244	188	306	40784	300	88	4226	394	5682	662	3246	3334	7224	1998	86832	18	48	148	220	3216	20132	260	123424	1073460	35216	1140	6856	734	157226	124	26	108	284	712	138	178	44	18	1360	0	4752	393984	506766	11742	43242	18	14752	132756	14	35832	45982	3830	2	280	152	6114	841986	18340	881352	26326	692	316	101984	2440	424054	123318	2830	5598	SF
131	166	314	448	106772	162094	2	8710692	442	241038	1842	230324	250	62	39623488	1170026	206198	128680	1450220	0	366	762	189748	480	3006	164122	204	8	359240	4262	392230	1078984	439218	414	54310	110164	4188	4	72	87212	872862	56	219976	386	1006	100360	15094	72850	1948	62	134	1388	1506036	75020	1658	3658	29764	75086	94404	10644	693218	420	633582	716	2992	872	7244	10772	190	26	186	11946	1132	296	162	502	15484	28024	4014	584	402	116	189628	12994	2698	0	0	24	34	42	14	5782	78410	13640	3306	216	686	2	658	48	1328	418	3208	277782	25062	82	420	64	896	778	120	20	6268	78	37790	130864	6558	2266	243834	9064	1484	3052	3482	4876	50096	470	7662	46	4756	402	1388	62	3152	734	168	0	300	17962	4038	7968	2184	18648	53978	130	838	8982	156798	540	1118	1314	140	4118	406646	587340	610	2064	3546	139606	9112	17698	8594	10432	450	1494	20150	2040	2262	5664	1440	284	448	4098	100	1522	131030	12294	2	2	5674	603846	403176	560	20	244	6	62	5598	28	130	44	668	14	2	84	6	2	392	40	20	14	234	42	130	864	62	1942	10	0	10	100	0	0	212	6	4	12	414	32	146	406	1404	6	100	818	160	2304	1546	1588	0	2	2	318	58	5458	70	64	84	412	734	4254	465686	2	14	100	4512	552	180	172	12660	580	50	24	46	366	198	358	440	9800	1098	40	218	302	138	2940	904	120	3270	106	1318	308	138	38	35516	1728	286	744	962	27502	1108	10850	1738	6120	68	412	6012	3446	11790	11580	282	1786	35782	17568	5938	30432	364	1730	870	194	13102	254	74	5972	504	49614	202	109736	3482	11712	46	3602	60	1058	38	342	15850	1370	13314	2768	2150574	1048	556	2508	532	275044	86386	2	240	18	744	308	454	40	102	2296	0	1130472	231422	2197664	93302	506024	94	10706	123386	62	15854	17356	4674	902	9144	30	9770	872556	26344	775474	26412	374	204	6352	71630	15588	914	1092	3352	SF
477	66	232	50	14458	132434	228	1118874	456	27372	602	96182	5444	62	3994424	250188	271228	3612	328192	128	72	13138	46634	2236536	4682	7460	1174	620	38034	11842	106202	522546	42954	146	8078	81652	1694	4	834	5646	59482	154712	456	18	142	32	4654	693272	3378	52	1992	20250	1719502	1970	5152	21992	5482	473878	6026	2128	246248	132	486202	50	102	3034	70	100	10	4	48	918	16	20	54	2314	528	6360	682	282806	528	36	2884	1562	126	532	836	144	6	12	8	2270	1727786	1962	2216	2	2294	124	374	884	1692	2422	4026	9756	24368	14	152	100	198770	1460388	6	648	3952	72	64442	80	11490	4502	177794	2120	2084	3490	321810	2326	7264	112	23690	56	6576	118	8156	316	2012	2378	26396	84	424	540	2062	2134	3152	2048	1142	44	268	21660	938	4630	43972	2460	42	1876	101400	3262	378	288	378	138	1104	16932	1908	130738	920	2930	25408	19856	1900	7372	3948	2312	434	11426	1126	75528	19572	85478	1262	2	38	179118	138978	384	118	208	0	3882	1586	448	4806	276	476	414	868	59038	508	66	4584	1136	6708	371316	680	122	222	734	2444	31910	348	3098	2534	678	38	30	542	168	78	292	300	2	51152	1000	192	90	24484	86	280	4220	270	886	18	6	240	44	115102	62516	1400	0	434	214	2558	715798	7486	1839066	20	98	1754	7018	76	3746	6580	106	46	54	7038	232	50	326	6862	450	1746	180	468	10372	310	4090	800	7074	5134	332	3762	4284	862	27380	198	8	388	36	1576	26432	1170	10918	720	5150	230	164	56188	9722	28736	3812	2288	32734	41262	53144	9224	31996	1110	662	37102	398	20832	20372	6516	18374	20964	18910	26432	344	18556	878800	4788	58656	160	5874	630	766	646	2556	246	187512	513866	166	160	6872	436	8746	96	36	7264	430	888	78	840	686	14	872	46	146544	82094	139350	6830	1642	6	4334	4678	36	32820	21228	5188	36930	894	14	3924	424248	367840	276628	3954	3504	2608	3866	16878	188346	13470	4712	3602	HC
462	84	44	0	3940	161500	4	2050246	552	171232	34252	155598	10274	1994	6303988	9782	749652	43768	660880	0	2424	34200	29238	212	21440	30	1514	1866	36880	85290	287450	411072	7546	360	4088	282132	480364	0	74	500	63566	202	1968	40	58	650	25656	385520	922	1560	22894	31090	2740598	1686	2874	144702	161568	177146	28522	23726	319780	246	127970	176	242	856	2168	462	50	18	830	944	1722	182	166	1348	670	3178	1090	2	23094	30	40630	3000	0	0	0	4	178	310	16	2190	25706	37166	1802	16	8	0	2132	758	18912	4870	1526	3650	6144	98	208	16	282	1438	82	32	4428	244	37914	178	17232	12554	6876	468	5354	4182	299668	3592	10418	528	772676	228	8776	278	6392	1182	2848	168644	2246	0	312	14900	1272	98	2396	2304	9986	128	476	7884	882	1134	1430	2270	68	3538	159280	3548	298	1544	6300	412	8144	10294	1804	177358	390	1484	23072	3656	2424	48814	2858	4712	1696	466	98	114378	112722	472	0	4	6174	50948	53820	1660	4	58	174	6886	628	258	22176	98	706	8	38	224	54	18	1270	194	106	18	548	596	798	1018	22	214968	6	18	60	148	46	12	334	4	32	124	1926	6	142	964	652	12	0	264	34	836	264	3340	0	0	0	74	14	130	84	16	10	18	178	828	62	4	160	1010	2894	286	178	118	9966	186	24	4	30	1390	40	138	572	10740	666	68	398	96	334	1658	712	44	259914	16	2858	238	672	64	2202	120	168	50	2428	251680	1478	1968	1006	4178	164	318	9434	5324	55110	9384	19588	346	20914	51254	6442	26216	246	236	672	474	80422	31156	382	19200	1430	142864	44666	682	3244	10152	30926	38724	280	34	136	372	1788	7502	5574	14612	938756	18246	7242	36896	10862	25732	0	0	264	198	1078	446	10736	4	250	2058	0	215212	59300	517116	11852	71052	3694	210388	66770	10	203498	229292	32382	0	11546	28	602	363534	915172	2100044	11350	7808	72	34984	33174	258710	612	16996	2170	HC
144	61410	46	592	37302	91268	0	1916452	264	68112	292	64998	424	0	15013986	17450	9218	36160	2210940	2	14	1242	1792	394	232	1622	2476	202	1018	1552	131446	132430	160344	416	3164	135668	9874	2960	0	202	192770	1660	5862	428	222	26182	9780	248720	1220	90	250	1478	594530	16544	1314	288	968	117236	5250	1592	172828	74	289810	16	108	2	826	596	4	48	6	1782	36	0	4	4680	894	1948	1848	100	2	0	25010	4360	6	0	0	0	378	2	0	462	17940	5742	756	0	6	0	110	300	916	1042	1762	2978	18850	0	88	12	54848	644	0	166	3396	90	1636	206	28044	1702	1818	134	716	2606	44490	1798	11790	104	3236	16	5010	8	854	496	2010	902	1288	0	42	5524	518	6410	1502	488	1392	402	4294	92170	21030	1250	1196	670	0	1716	216768	1498	1096	1806	5376	1696	7446	150024	1684	8042	184	1834	11048	604	2102	8502	8120	8454	1208	686	374	1442	4908	3288	2	134	86	253262	96470	188	54	526	860	2922	230	66	532	1210	30	0	2	382	68	0	78	822	12	4	36	830	947778	388	4	1606	4	34	22	42	4	2	298	6	6	34	70	0	28	582	154	8	36	10	0	1442	2010	4282	4	0	0	0	0	6	322	0	96	26	10	2428	4038	0	0	322	682	228	16	20	844	18	122	2	110	460	18	428	308	9418	1864	76	310	38	76	2386	202	16	46524	130	1384	174	882	134	34	5128	746	58	5742	49342	72674	1150	23182	4858	250	354	16694	1142	9480	2050	4840	1214	12648	46782	93866	22138	596	366	498	402	35406	1850	164	6446	930	104458	14674	278	18942	8050	68	918	38	6210	90	674	2140	21756	6524	2930	1833566	4	6	18	592	65982	44	38808	90	326	786	120	36	28	0	3028	16	89124	23564	52760	20530	12778	2	504	740	118	724	2614	6684	200	5988	227856	22234	152556	151188	1985658	24664	12066	186	1144	4396	80438	182	60	3858	SF
452	410	26	82	275468	672978	0	2926356	702	91278	284	74524	81324	60	8679064	17332	89544	338	668492	0	82	876	3306	584	266	446	10296	86	25550	5556	79280	787954	103226	236	9790	386582	4398	0	12	181464	197080	120	1658	414	878	406	11476	3606332	130960	430	234	1818	3314886	4264	2746	1244	18870	636902	27816	32316	197678	214	615462	228	352	4316	2844	1586	38	130	76	5922	20	216	700	3746	9250	2496	652	160	300	58	89216	3668	50	0	0	2	16	56	26	734	8504	5282	2468	176	2	14	272	20	11972	6828	4140	3644	34280	50	288	222	450	1918	66	480	12334	490	1794	612	33910	8202	5190	2114	54278	9466	639898	116154	36872	392	1168784	132	14908	564	2146	3854	8784	4456	1648	0	290	11258	1840	3378	58008	2128	1870	74	4738	147032	19934	700	1644	2004	118	2794	94740	11412	48978	1226	5916	494	2154	104174	7144	15858	1552	2202	42900	4252	9710	18504	4052	26300	1148	706	142	3348	30860	24820	6	2	70	113462	99430	1092	32	1868	6	126	55850	256	888	352	846	8	16	306	208	20	143240	88	54	110	862	50	32	1770	70	2282	108	28	3012	186	8	10	250	86	140	126	2066	16	462	834	2586	388	2	478	148	12378	902	1566	2	0	2	286	36	378	2	6	86	92	552	3246	2030	0	2	168	5868	514	6	1202	230	368	78	8	16	62	188	498	500	13450	6562	80	742	362	484	1826	3496	78	5310	88	4278	330	422	68	19526	214	138	70	10922	11046	830	880	2272	77504	30	382	9254	24314	51652	6860	634	332	181576	42074	15006	85604	552	518	596	546	120794	388	68	18542	2536	1129046	864	1002	3544	16738	990	44024	54	898	280	524	3860	1448	10470	422388	1238474	869786	102	1224	2356	94076	126	0	176	330	2242	468	300	28	0	2550	0	257768	973196	2781826	35432	13400	126	1462	291206	16	2828	4773756	34386	632	6982	32	9000	3550228	159508	1792032	21018	35574	194	88568	8384	122152	23196	524	4740	HC
146	48	30	398	15154	532376	4	1130686	21830	507736	26	268264	1266	20	4388024	57934	13188	27872	481880	2	6	35906	16734	249376	196	60	1678	968	1670	2978	117196	450078	192686	14060	24868	194620	1178	64	4	192	125102	22	1292	1336	324	354	56910	326558	1184	6	10	146960	1019446	3352	1106	288	722	230718	3334	9056	303880	122	106472	18	404	34	128	616	34	66	112	11078	2048	92	158	4298	524	1578	542	128	224	6	6896	1618	14	0	2	12	130	68	36	944	2695896	4694	6268	0	294	0	550	1646	6102	15048	5844	1960	2956	76	420	718	91764	44644	0	98	10660	228	23942	528	277656	33808	7022	276	7372	604746	38950	1826	407616	332	921250	304	11906	268	31010	202	1892	1198	7054	0	2094	24422	235876	1792	522	1168	9268	6880	490	64014	590	18850	106344	978	8	2028	28652	4864	1092	4298	680	696	3628	56882	1800	20402	928	5778	18550	2388	406136	87876	2106	72	9704	796	604	28394	18836	3674	178	4	1072	22534	36978	28	75790	344	1372	406	402	924	10510	21128	24220	326	472	525558	432	100	49172	18246	3728	498	834	128696	438	4834	22	13174	172	89788	1618	62970	540	2522	200666	540	698	568	258	0	110	702	7710	24	176	198	0	7102	350	1252	22	18	0	2	0	32	290	0	116	20612	642	2128	118	0	14	408	2150	75592	32	244	172	2906	128	14	48	56	106	132	6734	2604	1114	178	700	98	744	5024	8374	20486	336386	131750	606614	106252	4770	22410	1328	8	206	136	7576	62634	1920	322	35986	1374	352	7034	660330	1914	48260	12436	3802	2008	28034	79002	1283008	112652	4292	281878	1802	47852	18730	5254	2116	65882	141228	116818	12032	1450	703358	236498	17252	217396	772	29896	183360	601044	1320	284	5574	152028	349290	374	2	18	470	137638	220	562	211820	4928	741332	80	54	16	2	4216	0	1713454	56118	1349450	60476	62784	6	540	332	1194	624	7180	18264	268	22570	208	118	374984	378806	410712	14558	128	392	7494	30042	300736	496	572	1406	SF
