	Kingdom	Phylum	Class	Order	Family	Genus	Species
SV_819	Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriales_Incertae_Sedis:NA						
SV_820	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Murdochiella						
SV_821	Bacteria:Proteobacteria:Gammaproteobacteria:Betaproteobacteriales:Methylophilaceae:Methylobacillus						
SV_822	Bacteria:Proteobacteria:Gammaproteobacteria:Betaproteobacteriales:Burkholderiaceae:Burkholderia-Caballeronia-Paraburkholderia						
SV_823	Bacteria:Proteobacteria:Gammaproteobacteria:Xanthomonadales:Xanthomonadaceae:Luteimonas						
SV_824	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus						
SV_825	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas						
SV_826	Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Pseudomonadaceae:Pseudomonas						
SV_827	Bacteria:Firmicutes:Erysipelotrichia:Erysipelotrichales:Erysipelotrichaceae:Erysipelatoclostridium						
SV_828	Bacteria:Proteobacteria:Gammaproteobacteria:Betaproteobacteriales:Burkholderiaceae:Ideonella						
SV_829	Bacteria:Firmicutes:Erysipelotrichia:Erysipelotrichales:Erysipelotrichaceae:Faecalitalea						
SV_830	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Alistipes						
SV_831	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Negativibacillus						
SV_832	Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Eggerthellaceae:Eggerthella						
SV_833	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XIII:Family_XIII_AD3011_group						
SV_834	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:NA						
SV_835	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminiclostridium_6						
SV_836	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Roseburia						
SV_837	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:NA						
SV_838	Bacteria:Proteobacteria:Gammaproteobacteria:Betaproteobacteriales:Burkholderiaceae:Ottowia						
SV_839	Bacteria:Firmicutes:Negativicutes:Selenomonadales:Veillonellaceae:Megasphaera						
SV_840	Bacteria:Firmicutes:Clostridia:Clostridiales:Christensenellaceae:NA						
SV_841	Bacteria:Proteobacteria:Gammaproteobacteria:Betaproteobacteriales:Burkholderiaceae:Herbaspirillum						
SV_842	Bacteria:Proteobacteria:Alphaproteobacteria:Rhodospirillales:NA:NA						
SV_843	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Peptoniphilus						
SV_844	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcaceae_UCG-010						
SV_845	NA:NA:NA:NA:NA:NA						
SV_846	Bacteria:Proteobacteria:Gammaproteobacteria:Betaproteobacteriales:Burkholderiaceae:Tepidimonas						
SV_847	Bacteria:Proteobacteria:Alphaproteobacteria:Sphingomonadales:Sphingomonadaceae:Sphingobium						
SV_848	Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae_1:Clostridium_sensu_stricto_7						
SV_849	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminiclostridium_9						
SV_850	Bacteria:Firmicutes:Bacilli:Lactobacillales:Aerococcaceae:Aerosphaera						
SV_851	Bacteria:Proteobacteria:Alphaproteobacteria:Rhodospirillales:NA:NA						
SV_852	Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae_1:Clostridium_sensu_stricto_1						
SV_853	Bacteria:Proteobacteria:Gammaproteobacteria:Xanthomonadales:Xanthomonadaceae:Pseudoxanthomonas						
SV_854	Bacteria:Proteobacteria:Alphaproteobacteria:Sphingomonadales:Sphingomonadaceae:Novosphingobium						
SV_855	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Tannerellaceae:Parabacteroides						
SV_856	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_9						
SV_857	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:NA						
SV_858	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospiraceae_NK4B4_group						
SV_859	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Acetanaerobacterium						
SV_860	Bacteria:Firmicutes:Erysipelotrichia:Erysipelotrichales:Erysipelotrichaceae:Holdemanella						
SV_861	Bacteria:Proteobacteria:NA:NA:NA:NA						
SV_862	Bacteria:Fusobacteria:Fusobacteriia:Fusobacteriales:Fusobacteriaceae:Fusobacterium						
SV_863	Bacteria:Firmicutes:Erysipelotrichia:Erysipelotrichales:Erysipelotrichaceae:Erysipelatoclostridium						
SV_864	Bacteria:Proteobacteria:Alphaproteobacteria:Rhodobacterales:Rhodobacteraceae:Paracoccus						
SV_865	Bacteria:Proteobacteria:Alphaproteobacteria:Rhodospirillales:NA:NA						
SV_866	Bacteria:Patescibacteria:Saccharimonadia:Saccharimonadales:NA:NA						
SV_867	Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Eggerthellaceae:DNF00809						
SV_868	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminiclostridium_9						
SV_869	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:W5053						
SV_870	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Oribacterium						
SV_871	Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:NA:NA						
SV_872	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Oscillospira						
SV_873	Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae_1:Clostridium_sensu_stricto_10						
SV_874	Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Eggerthellaceae:DNF00809						
SV_875	Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Peptostreptococcus						
SV_876	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Negativibacillus						
SV_877	Bacteria:NA:NA:NA:NA:NA						
SV_878	Archaea:Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobrevibacter						
SV_879	Bacteria:Actinobacteria:Actinobacteria:Micrococcales:Dermacoccaceae:Dermacoccus						
SV_880	Bacteria:Proteobacteria:Alphaproteobacteria:Acetobacterales:Acetobacteraceae:Gluconobacter						
SV_881	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XIII:Family_XIII_UCG-001						
SV_882	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcaceae_UCG-009						
SV_883	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Muribaculaceae:NA						
SV_884	Bacteria:Proteobacteria:Gammaproteobacteria:Betaproteobacteriales:Burkholderiaceae:Tepidimonas						
SV_885	Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae_1:NA						
SV_886	Bacteria:Proteobacteria:Alphaproteobacteria:Rickettsiales:Mitochondria:NA						
SV_887	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides						
SV_888	Bacteria:Proteobacteria:Gammaproteobacteria:Betaproteobacteriales:Burkholderiaceae:NA						
SV_889	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:NA						
SV_890	Bacteria:Bacteroidetes:Bacteroidia:Flavobacteriales:Weeksellaceae:Weeksella						
SV_891	Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae:Geobacillus						
SV_892	Bacteria:Proteobacteria:Alphaproteobacteria:Rhizobiales:Beijerinckiaceae:Methylobacterium						
SV_893	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Dysgonomonadaceae:Proteiniphilum						
SV_894	Bacteria:Actinobacteria:Actinobacteria:Micrococcales:Intrasporangiaceae:Janibacter						
SV_895	Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Atopobiaceae:Atopobium						
SV_896	Bacteria:Proteobacteria:Alphaproteobacteria:Acetobacterales:Acetobacteraceae:Roseomonas						
SV_897	Bacteria:Actinobacteria:Actinobacteria:Micrococcales:Microbacteriaceae:Leucobacter						
SV_898	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcaceae_UCG-013						
SV_899	Bacteria:Firmicutes:Erysipelotrichia:Erysipelotrichales:Erysipelotrichaceae:Holdemania						
SV_900	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:NA						
SV_901	Bacteria:Firmicutes:Clostridia:Clostridiales:Christensenellaceae:Christensenellaceae_R-7_group						
SV_902	Bacteria:Proteobacteria:Gammaproteobacteria:Betaproteobacteriales:Burkholderiaceae:Duganella						
SV_903	Bacteria:Firmicutes:Negativicutes:Selenomonadales:Veillonellaceae:Megamonas						
SV_904	Bacteria:Firmicutes:Clostridia:Clostridiales:Peptococcaceae:NA						
SV_905	Bacteria:Chloroflexi:Chloroflexia:Kallotenuales:Kallotenuaceae:Kallotenue						
SV_906	Bacteria:Actinobacteria:Actinobacteria:Micrococcales:Brevibacteriaceae:Brevibacterium						
SV_907	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Buchnera						
SV_908	Bacteria:Firmicutes:Clostridia:Clostridiales:Christensenellaceae:Christensenellaceae_R-7_group						
SV_909	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminiclostridium_9						
SV_910	Bacteria:Actinobacteria:Actinobacteria:Micrococcales:Intrasporangiaceae:Janibacter						
SV_911	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Barnesiellaceae:Barnesiella						
SV_912	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Muribaculaceae:NA						
SV_913	Bacteria:Proteobacteria:Alphaproteobacteria:Rhizobiales:Xanthobacteraceae:Afipia						
SV_914	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Candidatus_Soleaferrea						
SV_915	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:NA						
SV_916	Bacteria:Proteobacteria:Gammaproteobacteria:Betaproteobacteriales:Hydrogenophilaceae:Tepidiphilus						
SV_917	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:NA						
SV_918	Bacteria:Tenericutes:Mollicutes:Izimaplasmatales:NA:NA						
SV_919	Bacteria:Proteobacteria:Gammaproteobacteria:Betaproteobacteriales:Burkholderiaceae:Achromobacter						
SV_920	Bacteria:Proteobacteria:Gammaproteobacteria:Betaproteobacteriales:Burkholderiaceae:Burkholderia-Caballeronia-Paraburkholderia						
SV_921	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Moryella						
SV_922	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Barnesiellaceae:Coprobacter						
SV_923	Bacteria:Proteobacteria:Gammaproteobacteria:Betaproteobacteriales:Burkholderiaceae:Massilia						
SV_924	Bacteria:Proteobacteria:Alphaproteobacteria:Caulobacterales:Caulobacteraceae:Brevundimonas						
SV_925	Bacteria:Firmicutes:Bacilli:Lactobacillales:Leuconostocaceae:Leuconostoc						
SV_926	Bacteria:Epsilonbacteraeota:Campylobacteria:Campylobacterales:Campylobacteraceae:Campylobacter						
SV_927	Bacteria:Proteobacteria:Gammaproteobacteria:Betaproteobacteriales:Burkholderiaceae:Burkholderia-Caballeronia-Paraburkholderia						
SV_928	Bacteria:Firmicutes:Clostridia:Thermoanaerobacterales:Family_III:Thermoanaerobacterium						
SV_929	Bacteria:Firmicutes:Bacilli:Bacillales:Sporolactobacillaceae:Sporolactobacillus						
SV_930	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Anaerotruncus						
SV_931	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Escherichia/Shigella						
SV_932	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides						
SV_933	Bacteria:Proteobacteria:Gammaproteobacteria:Betaproteobacteriales:Burkholderiaceae:Massilia						
SV_934	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcaceae_UCG-002						
